Time(t),Acceleration(a),Velocity(v),Height(x)
154,40,1,475,-4,229,-3,825
154,60,1,912,-3,847,-4,632
154,80,2,316,-3,384,-5,355
155,00,2,678,-2,848,-5,978
155,20,2,989,-2,250,-6,488
155,40,3,244,-1,602,-6,873
155,60,3,437,-0,914,-7,125
155,80,3,563,-0,202,-7,237
156,00,3,618,0,522,-7,205
156,20,3,602,1,242,-7,028
156,40,3,514,1,945,-6,709
156,60,3,355,2,616,-6,253
156,80,3,127,3,242,-5,667
157,00,2,834,3,808,-4,962
157,20,2,481,4,305,-4,151
157,40,2,076,4,720,-3,249
157,60,1,624,5,044,-2,272
157,80,1,136,5,272,-1,241
158,00,0,620,5,396,-0,174
